user_id,song_id,spotify_popularity,track_name,danceability,energy,key,mode,acousticness,instrumentalness,valence,tempo,time_signature,track_genre,Rating
3720277,4361032,55,Boston,0.404,0.571,0,1,0.182,2.08E-05,0.29,147.01,4,acoustic,3
3720277,1792014,66,Living in the Shadows,0.418,0.79,4,0,0.0284,9.96E-06,0.197,175.975,4,acoustic,1
3721278,1805858,39,In Case You Didn’t Know,0.633,0.299,11,1,0.833,0,0.341,147.549,4,acoustic,2
3721278,15974,57,death bed (coffee for your head),0.565,0.0392,1,1,0.835,0.183,0.601,125.399,4,acoustic,0.5
3721278,40268,56,You Are My Sunshine,0.664,0.0755,10,1,0.91,0,0.575,80.004,1,acoustic,4.5
3721278,31887,56,I Won't Give Up,0.585,0.303,4,1,0.694,0,0.142,136.703,3,acoustic,0.5
3721278,103204,44,I Was Born To Love You,0.65,0.271,9,1,0.794,6.90E-05,0.21,78.036,4,acoustic,0.5
3721278,2142,70,Only Love Can Hurt Like This,0.534,0.213,1,1,0.884,0,0.0998,98.385,4,acoustic,1
3721278,4466455,40,Mr Blue,0.456,0.386,10,1,0.835,0.108,0.612,165.733,4,acoustic,3
3721278,4715312,62,Do Not Let Me Go,0.409,0.234,3,1,0.338,5.00E-05,0.145,139.832,4,acoustic,1
3721278,363308,43,Holding On And Letting Go,0.502,0.53,2,1,0.805,0.000738,0.102,78.046,4,acoustic,3
3721278,1896717,21,You Already Know,0.496,0.117,0,1,0.933,0,0.318,78.068,4,acoustic,0.5
3721278,8194,44,Believer (Remix),0.585,0.724,1,0,0.315,0.0681,0.333,187.484,3,acoustic,2
3721278,4121820,35,Collide - Acoustic Version,0.582,0.253,10,1,0.827,2.95E-05,0.294,90.186,4,acoustic,5
3721278,3123,71,Love Like This,0.637,0.14,2,1,0.903,0,0.392,139.78,4,acoustic,5
3721278,55259,45,Come On Get Higher,0.672,0.623,9,1,0.241,0,0.617,92.018,4,acoustic,3
3721278,109673,28,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",0.422,0.272,4,0,0.496,1.07E-05,0.113,143.413,4,acoustic,2.5
3721278,4185634,70,Kiss Me Slowly,0.47,0.801,9,1,0.0758,3.53E-05,0.431,173.92,4,acoustic,5
3721278,346890,40,Without You,0.564,0.864,4,1,0.0761,0,0.534,95.984,4,acoustic,5
3721278,129979,44,Absolutely Zero,0.521,0.495,5,1,0.128,0,0.116,135.061,4,acoustic,2
3721278,4211804,32,Sleep All Day,0.616,0.81,2,1,0.369,0,0.79,97.994,4,acoustic,1.5
3721278,1816600,40,You and I Both,0.615,0.812,7,1,0.184,0,0.74,98.954,4,acoustic,5
3721278,243018,49,Long Nights,0.478,0.305,5,1,0.675,0.00139,0.0974,108.66,4,acoustic,0.5
3721278,173690,36,Please Don't Say You Love Me,0.479,0.541,0,1,0.737,0,0.321,85.994,4,acoustic,2
3721278,366,67,Suddenly I See,0.587,0.767,0,1,0.225,0,0.664,100.38,4,acoustic,0.5
3721278,234380,49,Who Needs Shelter,0.514,0.569,6,0,0.601,2.21E-06,0.264,142.597,4,acoustic,0.5
3721278,53285,45,No Stopping Us,0.646,0.836,1,1,0.301,3.23E-05,0.727,105.991,4,acoustic,4.5
3721278,35151,45,I'll Do Anything,0.57,0.711,9,1,0.119,0,0.648,163.117,4,acoustic,1.5
3721278,2813352,56,Make You Feel My Love,0.678,0.199,9,1,0.957,3.23E-06,0.262,72.006,4,acoustic,4.5
3721278,1888461,41,The Remedy (I Won't Worry),0.589,0.867,10,1,0.041,0,0.795,94.52,4,acoustic,5
3721278,32255,61,Too Much Food,0.626,0.926,2,1,0.0265,0,0.548,99.997,4,acoustic,5
3721278,1754197,56,The Boy's Gone,0.686,0.556,1,0,0.532,0,0.36,112.997,4,acoustic,5
3721278,44646,36,"On Love, in Sadness",0.56,0.832,9,1,0.108,0,0.802,100.957,4,acoustic,5
3721278,1817925,42,Curbside Prophet,0.619,0.793,5,1,0.263,0,0.892,177.991,4,acoustic,4.5
3721278,37594,34,"Tonight, Not Again - Live",0.56,0.278,3,1,0.733,0,0.594,102.187,4,acoustic,5
3721278,2607903,40,"Tonight, Not Again",0.595,0.805,8,1,0.0167,1.06E-05,0.359,102.44,4,acoustic,3.5
3721301,40268,56,Hard Sun,0.438,0.827,8,1,0.0512,0.000402,0.645,143.377,4,acoustic,5
3721301,38285,66,Here with Me,0.582,0.375,1,0,0.702,0.0631,0.106,129.909,4,acoustic,5
3721301,55259,45,The Scientist,0.453,0.295,7,1,0.518,0.00011,0.14,146.022,4,acoustic,5
3721301,1870437,52,Collide,0.636,0.625,11,1,0.222,5.35E-05,0.342,93.931,4,acoustic,5
3721301,4131499,69,get better,0.639,0.201,7,0,0.907,2.26E-05,0.4,88.107,4,acoustic,5
3721306,40268,56,Sympathy,0.69,0.423,2,0,0.883,0.0123,0.59,130.121,4,acoustic,5
3721306,26091,67,Let It Go,0.599,0.349,1,1,0.819,0,0.444,147.913,4,acoustic,5
3721306,4119590,52,What You Need,0.519,0.264,0,1,0.918,0.000253,0.192,140.354,4,acoustic,4.5
3721306,1805858,39,100 Years,0.643,0.569,7,1,0.544,2.17E-05,0.275,120.507,4,acoustic,5
3721306,243018,49,You're the Sea,0.573,0.624,1,0,0.471,0.117,0.529,161.025,4,acoustic,5
3721306,385733,46,No Direction,0.654,0.821,7,1,0.00666,0.00299,0.613,111.958,4,acoustic,5
3721306,4701002,61,Belong,0.426,0.399,0,1,0.761,0.00112,0.217,115.979,4,acoustic,5
3721306,898874,34,As It Was,0.505,0.21,11,1,0.907,0,0.323,80.721,4,acoustic,5
3721306,119302,66,I'm Yours,0.693,0.43,11,1,0.565,0,0.731,151.001,4,acoustic,5
3721306,1818975,46,Chi Mai,0.739,0.287,6,0,0.969,0.961,0.557,80.64,4,acoustic,5
3721306,1841640,54,Say Something,0.453,0.146,2,1,0.867,3.49E-06,0.0915,137.905,3,acoustic,5
3721306,1916500,39,Had It All,0.606,0.54,7,0,0.182,0.000144,0.249,79.952,4,acoustic,5
3721306,15974,57,Take Me Back ft. Yonnyboii,0.595,0.646,0,1,0.11,0,0.563,120.049,4,acoustic,5
3721306,31887,56,Whole Again - Acoustic Version,0.736,0.145,11,1,0.855,0,0.235,129.832,4,acoustic,5
3721306,71061,43,Overpass Graffiti,0.479,0.126,1,1,0.966,0,0.279,96.327,4,acoustic,5
3721306,4225412,40,Love Song,0.583,0.786,2,0,0.0208,0,0.573,123.055,4,acoustic,5
3721306,1856463,53,Let Her Go,0.549,0.291,2,1,0.858,0.000846,0.376,75.153,4,acoustic,5
3721306,4105245,29,Brighter Than Sunshine,0.418,0.489,6,0,0.287,0.0288,0.398,72.891,4,acoustic,5
3721306,4113159,79,Love Story,0.498,0.12,0,1,0.851,0,0.338,121.187,4,acoustic,5
3721306,154183,50,Mujer con Abanico,0.769,0.135,5,0,0.986,0.905,0.471,103.939,4,acoustic,5
3720900,1915172,29,In the Shadows,0.434,0.469,0,0,0.52,0.000328,0.0568,136.282,4,acoustic,5
3720900,1841368,56,Can You Feel the Love Tonight,0.452,0.198,10,1,0.931,2.24E-06,0.217,119.499,4,acoustic,5
3721225,18678,71,The Story,0.544,0.5,11,1,0.0325,3.78E-06,0.177,93.621,4,acoustic,5
3721225,118149,66,Better,0.662,0.187,2,1,0.969,0.000273,0.233,104.988,4,acoustic,5
3721225,2813352,56,Iris,0.497,0.13,6,1,0.841,0,0.179,130.769,3,acoustic,5
3721225,193500,45,Rockabye - Acoustic Version,0.528,0.291,10,1,0.914,0,0.355,76.805,4,acoustic,5
3721225,1815605,61,I Need You More Today,0.461,0.522,11,1,0.36,0,0.446,157.768,4,acoustic,5
3721322,525419,45,Beautiful Soul,0.483,0.506,9,1,0.394,0,0.705,87.337,4,acoustic,5
3721322,1906041,43,Let's See What The Night Can Do,0.392,0.423,7,1,0.27,0,0.288,113.537,4,acoustic,5
3721322,889162,45,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",0.42,0.2,7,1,0.929,0.49,0.164,87.248,4,acoustic,5
3721322,4698735,57,Forever And Always,0.657,0.716,2,1,0.014,0,0.435,93.924,4,acoustic,5
3721322,6801,45,Fine On The Outside,0.495,0.185,9,1,0.692,0.00403,0.196,101.89,4,acoustic,5
3721334,26091,67,Tortured Soul,0.55,0.499,4,1,0.472,2.26E-06,0.144,86.966,1,acoustic,5
3721332,40268,56,I Believe in You,0.534,0.359,0,1,0.449,1.20E-05,0.267,131.804,4,acoustic,5
3721332,26091,67,At Home,0.378,0.52,11,1,0.777,0.0888,0.357,73.744,4,acoustic,5
3721332,4119590,52,"Portland, Maine",0.606,0.349,4,1,0.764,0.306,0.156,80.071,4,acoustic,5
3721332,243018,49,Holding On and Letting Go,0.486,0.555,2,1,0.818,0.00269,0.0992,77.987,4,acoustic,5
3721332,1805858,39,The Flood,0.577,0.446,6,1,0.554,0.0782,0.262,81.005,4,acoustic,4.5
3721332,1841640,54,Hanggang Kailan (Umuwi Ka Na Baby),0.59,0.407,4,1,0.861,9.95E-06,0.276,145.852,4,acoustic,5
3721332,385733,46,Out of My League,0.538,0.315,0,1,0.96,0.00596,0.4,91.921,3,acoustic,5
3721203,40268,56,Say Something,0.447,0.158,2,1,0.872,1.58E-06,0.142,140.942,3,acoustic,5
3721203,6801,45,Rise,0.401,0.58,7,1,0.906,0.217,0.526,173.277,3,acoustic,5
3721203,39055,61,World Spins Madly On,0.502,0.311,1,1,0.617,4.32E-05,0.4,107.612,4,acoustic,5
3721203,4666398,25,Stumble,0.678,0.612,4,1,0.1,0.316,0.857,118.381,4,acoustic,5
3721203,21889,54,Paradise,0.65,0.406,7,1,0.568,0,0.862,79.642,4,acoustic,5
3721203,55259,45,"Moonlight, Mistletoe & You",0.649,0.399,6,1,0.184,0.000108,0.342,97.498,3,acoustic,5
3721203,22150,61,ひまわりの約束,0.523,0.445,10,1,0.188,0,0.336,78.957,4,acoustic,5
3721203,2298109,25,Since U Been Gone - Acoustic Version,0.538,0.162,5,1,0.847,0,0.366,94.981,4,acoustic,5
3721203,889162,45,"One more time,One more chance",0.519,0.429,11,0,0.658,0,0.396,129.491,4,acoustic,5
3721203,4714756,27,Creep,0.585,0.103,7,1,0.801,0,0.179,133.057,4,acoustic,5
3721338,26091,67,Higher Love,0.578,0.763,2,1,0.0916,2.80E-06,0.394,96.808,4,acoustic,5
3721338,40268,56,Hyouriittai,0.223,0.891,1,0,0.325,0,0.333,159.888,4,acoustic,4
3721338,1805858,39,How Long Will I Love You,0.382,0.157,1,1,0.878,0.000473,0.224,136.11,4,acoustic,5
3721338,4119590,52,Binibini,0.642,0.374,5,1,0.423,1.54E-06,0.0979,129.863,4,acoustic,5
3721338,243018,49,You Were Supposed to Be Different,0.436,0.239,7,1,0.861,8.48E-05,0.137,73.761,4,acoustic,5
3721338,234380,49,Thinking out Loud,0.702,0.326,1,1,0.705,0,0.628,79.904,4,acoustic,2
3721338,234437,49,Perfect / Style,0.593,0.292,11,1,0.828,0,0.375,111.121,4,acoustic,4
3721338,234518,49,Poison & Wine,0.285,0.186,1,1,0.76,7.30E-05,0.203,153.848,4,acoustic,4.5
3721338,158355,52,Collide,0.636,0.625,11,1,0.222,5.35E-05,0.342,93.931,4,acoustic,3
3721338,39055,61,You And I,0.698,0.285,0,1,0.927,0,0.53,135.027,4,acoustic,5
3721338,2142,70,Give Me Your Forever (ft. Billkin),0.601,0.439,8,1,0.0642,0,0.275,99.976,4,acoustic,2.5
3721338,54750,32,Falling in Love at a Coffee Shop,0.332,0.298,4,1,0.875,0.00784,0.243,83.555,4,acoustic,5
3721341,26091,67,Breathe (2 AM),0.386,0.452,2,1,0.417,0,0.287,169.837,3,acoustic,5
3721341,40268,56,Habang Buhay,0.62,0.668,9,1,0.088,0,0.183,118.013,4,acoustic,5
3721341,1805858,39,Beautiful Soul,0.394,0.281,9,1,0.826,0,0.485,90.044,4,acoustic,4
3721341,4119590,52,Bulletproof,0.59,0.552,7,1,0.654,0.000359,0.635,155.101,5,acoustic,3.5
3721341,243018,49,Spectrum,0.539,0.717,3,1,0.000298,0.111,0.212,117.973,4,acoustic,4.5
3721345,1870437,52,Girls Like You - Acoustic Version,0.543,0.138,0,1,0.791,0,0.3,115.65,4,acoustic,5
3721345,62855,45,Nangangamba,0.62,0.547,1,1,0.112,0,0.208,98.032,4,acoustic,3.5
3721345,4101542,56,Better Together,0.761,0.311,5,1,0.647,0,0.553,109.891,4,acoustic,1.5
3721345,4501435,25,Heartbreak Anniversary,0.674,0.122,1,1,0.882,0,0.339,130.014,4,acoustic,4
3721345,4346730,39,One More Time Around,0.429,0.358,0,1,0.614,0,0.187,134.279,4,acoustic,5
3721345,15974,57,Say Something,0.456,0.101,2,1,0.876,1.74E-06,0.155,139.896,3,acoustic,3
3721345,189703,21,Heart Can’t Lose,0.647,0.567,1,1,0.0318,0,0.374,125.871,4,acoustic,0.5
3721345,10582,43,I Ain't Ever Loved No One - Acoustic,0.322,0.213,10,0,0.611,0,0.16,160.389,4,acoustic,4.5
3721349,40268,56,Empty,0.482,0.381,2,1,0.455,0.00295,0.42,81.712,4,acoustic,3
3721349,26091,67,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",0.393,0.207,10,1,0.877,0,0.262,163.99,4,acoustic,5
3721349,4119590,52,The Reason,0.423,0.207,7,1,0.887,0,0.209,149.664,4,acoustic,5
3721349,1805858,39,Fix You,0.522,0.152,2,1,0.788,2.37E-05,0.133,144.055,4,acoustic,4.5
3721349,243018,49,Hand to Hold,0.547,0.313,0,1,0.612,7.97E-06,0.261,133.737,4,acoustic,4.5
3721349,234380,49,Hold You in My Arms,0.504,0.321,7,1,0.149,0.000107,0.577,170.134,3,acoustic,3
3721349,158355,52,One Last Dance,0.466,0.161,7,1,0.979,0.000238,0.171,139.167,3,acoustic,5
3721349,39055,61,Heaven,0.619,0.28,8,0,0.73,0,0.292,129.948,4,acoustic,5
3721349,2142,70,The Spark - Bonus Track,0.596,0.429,3,1,0.775,0.0107,0.229,148.086,4,acoustic,5
3721349,54750,32,American Beauty,0.645,0.169,9,1,0.844,0.00019,0.178,167.826,4,acoustic,4.5
3721357,2041210,39,Such A Simple Thing,0.522,0.256,10,1,0.86,0.000806,0.13,76.349,4,acoustic,5
3721357,38285,66,Colors,0.681,0.168,7,1,0.793,0.000134,0.29,128.615,4,acoustic,4
3721362,26091,67,Someone You Loved,0.736,0.364,1,1,0.741,0,0.371,110.023,4,acoustic,5
3721362,40268,56,More Than Friends (feat. Meghan Trainor),0.451,0.528,2,1,0.366,0,0.527,139.28,5,acoustic,5
3721362,4119590,52,Flurry Rush,0.371,0.674,9,1,0.169,0,0.92,87.603,4,acoustic,4.5
3721362,1805858,39,I Choose You,0.731,0.572,6,0,0.105,0.00012,0.947,154.038,4,acoustic,5
